_id,WeekEndingDate,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesEpisode,NumberWithin4HoursEpisode,NumberOver4HoursEpisode,PercentageWithin4HoursEpisode,NumberOver8HoursEpisode,PercentageOver8HoursEpisode,NumberOver12HoursEpisode,PercentageOver12HoursEpisode
2441,20160904,S92000003,S08000031,C313H,Emergency Department,691,676,15,97.8,1,0.1,0,0
2442,20160904,S92000003,S08000031,G405H,Emergency Department,1817,1581,236,87,0,0,0,0
2443,20160904,S92000003,S08000031,C418H,Emergency Department,1432,1342,90,93.7,3,0.2,0,0
2444,20160904,S92000003,S08000031,G513H,Emergency Department,1148,1146,2,99.8,0,0,0,0
2445,20160904,S92000003,S08000022,H212H,Emergency Department,210,199,11,94.8,0,0,0,0
2446,20160904,S92000003,S08000022,H103H,Emergency Department,156,154,2,98.7,0,0,0,0
2447,20160904,S92000003,S08000022,C121H,Emergency Department,182,180,2,98.9,0,0,0,0
2448,20160904,S92000003,S08000022,H202H,Emergency Department,722,663,59,91.8,6,0.8,0,0
2449,20160904,S92000003,S08000032,L302H,Emergency Department,1301,1244,57,95.6,2,0.2,0,0
2450,20160904,S92000003,S08000032,L106H,Emergency Department,1373,1338,35,97.5,0,0,0,0
2451,20160904,S92000003,S08000032,L308H,Emergency Department,1330,1243,87,93.5,11,0.8,0,0
2452,20160904,S92000003,S08000024,S319H,Emergency Department,991,981,10,99,0,0,0,0
2453,20160904,S92000003,S08000024,S314H,Emergency Department,2475,2314,161,93.5,15,0.6,2,0.1
2454,20160904,S92000003,S08000024,S308H,Emergency Department,1082,1041,41,96.2,3,0.3,0,0
2455,20160904,S92000003,S08000025,R103H,Emergency Department,128,126,2,98.4,0,0,0,0
2456,20160904,S92000003,S08000026,Z102H,Emergency Department,169,159,10,94.1,0,0,0,0
2457,20160904,S92000003,S08000030,T101H,Emergency Department,1057,1041,16,98.5,0,0,0,0
2458,20160904,S92000003,S08000030,T202H,Emergency Department,484,476,8,98.3,0,0,0,0
2459,20160904,S92000003,S08000028,W107H,Emergency Department,144,139,5,96.5,0,0,0,0
2460,20160911,S92000003,S08000015,A210H,Emergency Department,893,829,64,92.8,5,0.6,0,0
2461,20160911,S92000003,S08000015,A111H,Emergency Department,1430,1335,95,93.4,10,0.7,0,0
2462,20160911,S92000003,S08000016,B120H,Emergency Department,604,556,48,92.1,0,0,0,0
2463,20160911,S92000003,S08000017,Y146H,Emergency Department,690,647,43,93.8,0,0,0,0
2464,20160911,S92000003,S08000017,Y144H,Emergency Department,251,248,3,98.8,0,0,0,0
2465,20160911,S92000003,S08000029,F704H,Emergency Department,1341,1268,73,94.6,7,0.5,0,0
2466,20160911,S92000003,S08000019,V217H,Emergency Department,1287,1237,50,96.1,0,0,0,0
2467,20160911,S92000003,S08000020,N101H,Emergency Department,1242,1102,140,88.7,2,0.2,0,0
2468,20160911,S92000003,S08000020,N411H,Emergency Department,540,533,7,98.7,1,0.2,0,0
2469,20160911,S92000003,S08000020,N121H,Emergency Department,383,374,9,97.7,0,0,0,0
2470,20160911,S92000003,S08000031,G107H,Emergency Department,1843,1556,287,84.4,5,0.3,1,0.1
2471,20160911,S92000003,S08000031,C313H,Emergency Department,636,600,36,94.3,2,0.3,0,0
2472,20160911,S92000003,S08000031,G405H,Emergency Department,1835,1572,263,85.7,5,0.3,0,0
2473,20160911,S92000003,S08000031,C418H,Emergency Department,1418,1338,80,94.4,2,0.1,0,0
2474,20160911,S92000003,S08000031,G513H,Emergency Department,1113,1106,7,99.4,0,0,0,0
2475,20160911,S92000003,S08000022,H212H,Emergency Department,197,195,2,99,0,0,0,0
2476,20160911,S92000003,S08000022,H103H,Emergency Department,151,147,4,97.4,0,0,0,0
2477,20160911,S92000003,S08000022,C121H,Emergency Department,156,155,1,99.4,0,0,0,0
2478,20160911,S92000003,S08000022,H202H,Emergency Department,756,696,60,92.1,2,0.3,1,0.1
2479,20160911,S92000003,S08000032,L302H,Emergency Department,1306,1230,76,94.2,8,0.6,0,0
2480,20160911,S92000003,S08000032,L106H,Emergency Department,1401,1326,75,94.6,1,0.1,0,0
2481,20160911,S92000003,S08000032,L308H,Emergency Department,1363,1216,147,89.2,26,1.9,11,0.8
2482,20160911,S92000003,S08000024,S319H,Emergency Department,943,924,19,98,0,0,0,0
2483,20160911,S92000003,S08000024,S314H,Emergency Department,2378,2192,186,92.2,39,1.6,8,0.3
2484,20160911,S92000003,S08000024,S308H,Emergency Department,1118,1089,29,97.4,3,0.3,0,0
2485,20160911,S92000003,S08000025,R103H,Emergency Department,129,126,3,97.7,0,0,0,0
2486,20160911,S92000003,S08000026,Z102H,Emergency Department,165,155,10,93.9,0,0,0,0
2487,20160911,S92000003,S08000030,T101H,Emergency Department,1044,1015,29,97.2,0,0,0,0
2488,20160911,S92000003,S08000030,T202H,Emergency Department,559,555,4,99.3,1,0.2,0,0
2489,20160911,S92000003,S08000028,W107H,Emergency Department,142,140,2,98.6,0,0,0,0
2490,20160918,S92000003,S08000015,A210H,Emergency Department,872,852,20,97.7,0,0,0,0
2491,20160918,S92000003,S08000015,A111H,Emergency Department,1431,1325,106,92.6,23,1.6,6,0.4
2492,20160918,S92000003,S08000016,B120H,Emergency Department,593,575,18,97,0,0,0,0
2493,20160918,S92000003,S08000017,Y146H,Emergency Department,700,678,22,96.9,0,0,0,0
2494,20160918,S92000003,S08000017,Y144H,Emergency Department,218,210,8,96.3,2,0.9,0,0
2495,20160918,S92000003,S08000029,F704H,Emergency Department,1361,1229,132,90.3,8,0.6,0,0
2496,20160918,S92000003,S08000019,V217H,Emergency Department,1288,1212,76,94.1,0,0,0,0
2497,20160918,S92000003,S08000020,N101H,Emergency Department,1204,1068,136,88.7,5,0.4,0,0
2498,20160918,S92000003,S08000020,N411H,Emergency Department,507,496,11,97.8,1,0.2,0,0
2499,20160918,S92000003,S08000020,N121H,Emergency Department,388,382,6,98.5,0,0,0,0
2500,20160918,S92000003,S08000031,G107H,Emergency Department,1875,1678,197,89.5,3,0.2,0,0
2501,20160918,S92000003,S08000031,C313H,Emergency Department,687,670,17,97.5,1,0.1,0,0
2502,20160918,S92000003,S08000031,G405H,Emergency Department,1876,1721,155,91.7,0,0,0,0
2503,20160918,S92000003,S08000031,C418H,Emergency Department,1370,1292,78,94.3,0,0,0,0
2504,20160918,S92000003,S08000031,G513H,Emergency Department,1149,1147,2,99.8,0,0,0,0
2505,20160918,S92000003,S08000022,H212H,Emergency Department,206,197,9,95.6,0,0,0,0
2506,20160918,S92000003,S08000022,H103H,Emergency Department,173,170,3,98.3,0,0,0,0
2507,20160918,S92000003,S08000022,C121H,Emergency Department,144,143,1,99.3,0,0,0,0
2508,20160918,S92000003,S08000022,H202H,Emergency Department,676,636,40,94.1,0,0,0,0
2509,20160918,S92000003,S08000032,L302H,Emergency Department,1347,1210,137,89.8,20,1.5,5,0.4
2510,20160918,S92000003,S08000032,L106H,Emergency Department,1398,1375,23,98.4,0,0,0,0
2511,20160918,S92000003,S08000032,L308H,Emergency Department,1368,1270,98,92.8,8,0.6,0,0
2512,20160918,S92000003,S08000024,S319H,Emergency Department,999,987,12,98.8,0,0,0,0
2513,20160918,S92000003,S08000024,S314H,Emergency Department,2419,2219,200,91.7,19,0.8,2,0.1
2514,20160918,S92000003,S08000024,S308H,Emergency Department,1134,1100,34,97,0,0,0,0
2515,20160918,S92000003,S08000025,R103H,Emergency Department,113,113,0,100,0,0,0,0
2516,20160918,S92000003,S08000026,Z102H,Emergency Department,132,128,4,97,0,0,0,0
2517,20160918,S92000003,S08000030,T101H,Emergency Department,1021,1001,20,98,0,0,0,0
2518,20160918,S92000003,S08000030,T202H,Emergency Department,559,554,5,99.1,0,0,0,0
2519,20160918,S92000003,S08000028,W107H,Emergency Department,132,132,0,100,0,0,0,0
2520,20160925,S92000003,S08000015,A210H,Emergency Department,897,870,27,97,0,0,0,0
2521,20160925,S92000003,S08000015,A111H,Emergency Department,1382,1282,100,92.8,25,1.8,6,0.4
2522,20160925,S92000003,S08000016,B120H,Emergency Department,559,546,13,97.7,0,0,0,0
2523,20160925,S92000003,S08000017,Y146H,Emergency Department,641,616,25,96.1,0,0,0,0
2524,20160925,S92000003,S08000017,Y144H,Emergency Department,240,232,8,96.7,1,0.4,0,0
2525,20160925,S92000003,S08000029,F704H,Emergency Department,1260,1215,45,96.4,2,0.2,0,0
2526,20160925,S92000003,S08000019,V217H,Emergency Department,1243,1208,35,97.2,0,0,0,0
2527,20160925,S92000003,S08000020,N101H,Emergency Department,1113,1028,85,92.4,0,0,0,0
2528,20160925,S92000003,S08000020,N411H,Emergency Department,480,467,13,97.3,0,0,0,0
2529,20160925,S92000003,S08000020,N121H,Emergency Department,375,370,5,98.7,0,0,0,0
2530,20160925,S92000003,S08000031,G107H,Emergency Department,1809,1712,97,94.6,0,0,0,0
2531,20160925,S92000003,S08000031,C313H,Emergency Department,619,594,25,96,0,0,0,0
2532,20160925,S92000003,S08000031,G405H,Emergency Department,1762,1639,123,93,2,0.1,0,0
2533,20160925,S92000003,S08000031,C418H,Emergency Department,1314,1235,79,94,1,0.1,0,0
2534,20160925,S92000003,S08000031,G513H,Emergency Department,1052,1047,5,99.5,0,0,0,0
2535,20160925,S92000003,S08000022,H212H,Emergency Department,164,158,6,96.3,0,0,0,0
2536,20160925,S92000003,S08000022,H103H,Emergency Department,156,148,8,94.9,0,0,0,0
2537,20160925,S92000003,S08000022,C121H,Emergency Department,161,159,2,98.8,1,0.6,0,0
2538,20160925,S92000003,S08000022,H202H,Emergency Department,684,660,24,96.5,2,0.3,1,0.1
2539,20160925,S92000003,S08000032,L302H,Emergency Department,1188,1139,49,95.9,0,0,0,0
2540,20160925,S92000003,S08000032,L106H,Emergency Department,1316,1285,31,97.6,0,0,0,0
2541,20160925,S92000003,S08000032,L308H,Emergency Department,1249,1109,140,88.8,27,2.2,8,0.6
2542,20160925,S92000003,S08000024,S319H,Emergency Department,961,947,14,98.5,0,0,0,0
2543,20160925,S92000003,S08000024,S314H,Emergency Department,2416,2158,258,89.3,14,0.6,0,0
2544,20160925,S92000003,S08000024,S308H,Emergency Department,1119,1062,57,94.9,2,0.2,0,0
2545,20160925,S92000003,S08000025,R103H,Emergency Department,125,123,2,98.4,0,0,0,0
2546,20160925,S92000003,S08000026,Z102H,Emergency Department,157,153,4,97.5,0,0,0,0
2547,20160925,S92000003,S08000030,T101H,Emergency Department,996,989,7,99.3,0,0,0,0
2548,20160925,S92000003,S08000030,T202H,Emergency Department,517,509,8,98.5,0,0,0,0
2549,20160925,S92000003,S08000028,W107H,Emergency Department,111,110,1,99.1,0,0,0,0
2550,20161002,S92000003,S08000015,A210H,Emergency Department,859,773,86,90,5,0.6,0,0
2551,20161002,S92000003,S08000015,A111H,Emergency Department,1345,1236,109,91.9,22,1.6,4,0.3
2552,20161002,S92000003,S08000016,B120H,Emergency Department,568,520,48,91.5,3,0.5,0,0
2553,20161002,S92000003,S08000017,Y146H,Emergency Department,651,638,13,98,0,0,0,0
2554,20161002,S92000003,S08000017,Y144H,Emergency Department,213,200,13,93.9,1,0.5,0,0
2555,20161002,S92000003,S08000029,F704H,Emergency Department,1250,1168,82,93.4,3,0.2,0,0
2556,20161002,S92000003,S08000019,V217H,Emergency Department,1242,1177,65,94.8,3,0.2,0,0
2557,20161002,S92000003,S08000020,N101H,Emergency Department,1196,1082,114,90.5,3,0.3,0,0
2558,20161002,S92000003,S08000020,N411H,Emergency Department,506,493,13,97.4,0,0,0,0
2559,20161002,S92000003,S08000020,N121H,Emergency Department,331,328,3,99.1,0,0,0,0
2560,20161002,S92000003,S08000031,G107H,Emergency Department,1840,1666,174,90.5,4,0.2,0,0
2561,20161002,S92000003,S08000031,C313H,Emergency Department,579,565,14,97.6,1,0.2,0,0
2562,20161002,S92000003,S08000031,G405H,Emergency Department,1851,1705,146,92.1,3,0.2,0,0
2563,20161002,S92000003,S08000031,C418H,Emergency Department,1340,1233,107,92,9,0.7,0,0
2564,20161002,S92000003,S08000031,G513H,Emergency Department,1087,1082,5,99.5,0,0,0,0
2565,20161002,S92000003,S08000022,H212H,Emergency Department,212,196,16,92.5,2,0.9,0,0
2566,20161002,S92000003,S08000022,H103H,Emergency Department,149,146,3,98,0,0,0,0
2567,20161002,S92000003,S08000022,C121H,Emergency Department,183,179,4,97.8,0,0,0,0
2568,20161002,S92000003,S08000022,H202H,Emergency Department,640,597,43,93.3,1,0.2,0,0
2569,20161002,S92000003,S08000032,L302H,Emergency Department,1192,1122,70,94.1,3,0.3,0,0
2570,20161002,S92000003,S08000032,L106H,Emergency Department,1344,1278,66,95.1,0,0,0,0
2571,20161002,S92000003,S08000032,L308H,Emergency Department,1271,1080,191,85,39,3.1,18,1.4
2572,20161002,S92000003,S08000024,S319H,Emergency Department,937,924,13,98.6,0,0,0,0
2573,20161002,S92000003,S08000024,S314H,Emergency Department,2360,2253,107,95.5,12,0.5,0,0
2574,20161002,S92000003,S08000024,S308H,Emergency Department,1053,1004,49,95.3,2,0.2,0,0
2575,20161002,S92000003,S08000025,R103H,Emergency Department,109,107,2,98.2,0,0,0,0
2576,20161002,S92000003,S08000026,Z102H,Emergency Department,126,119,7,94.4,0,0,0,0
2577,20161002,S92000003,S08000030,T101H,Emergency Department,1017,982,35,96.6,0,0,0,0
2578,20161002,S92000003,S08000030,T202H,Emergency Department,490,484,6,98.8,0,0,0,0
2579,20161002,S92000003,S08000028,W107H,Emergency Department,121,121,0,100,0,0,0,0
2580,20161009,S92000003,S08000015,A210H,Emergency Department,907,829,78,91.4,11,1.2,2,0.2
2581,20161009,S92000003,S08000015,A111H,Emergency Department,1371,1281,90,93.4,12,0.9,2,0.1
2582,20161009,S92000003,S08000016,B120H,Emergency Department,521,505,16,96.9,0,0,0,0
2583,20161009,S92000003,S08000017,Y146H,Emergency Department,732,705,27,96.3,0,0,0,0
2584,20161009,S92000003,S08000017,Y144H,Emergency Department,224,212,12,94.6,0,0,0,0
2585,20161009,S92000003,S08000029,F704H,Emergency Department,1306,1162,144,89,8,0.6,0,0
2586,20161009,S92000003,S08000019,V217H,Emergency Department,1256,1161,95,92.4,10,0.8,0,0
2587,20161009,S92000003,S08000020,N101H,Emergency Department,1168,1086,82,93,0,0,0,0
2588,20161009,S92000003,S08000020,N411H,Emergency Department,491,480,11,97.8,0,0,0,0
2589,20161009,S92000003,S08000020,N121H,Emergency Department,298,296,2,99.3,0,0,0,0
2590,20161009,S92000003,S08000031,G107H,Emergency Department,1892,1718,174,90.8,1,0.1,0,0
2591,20161009,S92000003,S08000031,C313H,Emergency Department,627,600,27,95.7,0,0,0,0
2592,20161009,S92000003,S08000031,G405H,Emergency Department,1849,1570,279,84.9,2,0.1,0,0
2593,20161009,S92000003,S08000031,C418H,Emergency Department,1350,1214,136,89.9,7,0.5,0,0
2594,20161009,S92000003,S08000031,G513H,Emergency Department,1190,1186,4,99.7,0,0,0,0
2595,20161009,S92000003,S08000022,H212H,Emergency Department,182,169,13,92.9,0,0,0,0
2596,20161009,S92000003,S08000022,H103H,Emergency Department,124,120,4,96.8,0,0,0,0
2597,20161009,S92000003,S08000022,C121H,Emergency Department,174,171,3,98.3,1,0.6,0,0
2598,20161009,S92000003,S08000022,H202H,Emergency Department,639,620,19,97,0,0,0,0
2599,20161009,S92000003,S08000032,L302H,Emergency Department,1275,1039,236,81.5,15,1.2,1,0.1
2600,20161009,S92000003,S08000032,L106H,Emergency Department,1325,1227,98,92.6,1,0.1,0,0
2601,20161009,S92000003,S08000032,L308H,Emergency Department,1295,1176,119,90.8,11,0.8,0,0
2602,20161009,S92000003,S08000024,S319H,Emergency Department,965,952,13,98.7,0,0,0,0
2603,20161009,S92000003,S08000024,S314H,Emergency Department,2306,2097,209,90.9,34,1.5,12,0.5
2604,20161009,S92000003,S08000024,S308H,Emergency Department,1110,1056,54,95.1,9,0.8,2,0.2
2605,20161009,S92000003,S08000025,R103H,Emergency Department,114,111,3,97.4,1,0.9,0,0
2606,20161009,S92000003,S08000026,Z102H,Emergency Department,143,142,1,99.3,0,0,0,0
2607,20161009,S92000003,S08000030,T101H,Emergency Department,935,927,8,99.1,0,0,0,0
2608,20161009,S92000003,S08000030,T202H,Emergency Department,484,474,10,97.9,1,0.2,0,0
2609,20161009,S92000003,S08000028,W107H,Emergency Department,138,135,3,97.8,0,0,0,0
2610,20161016,S92000003,S08000015,A210H,Emergency Department,781,744,37,95.3,2,0.3,0,0
2611,20161016,S92000003,S08000015,A111H,Emergency Department,1250,1182,68,94.6,9,0.7,2,0.2
2612,20161016,S92000003,S08000016,B120H,Emergency Department,566,510,56,90.1,0,0,0,0
2613,20161016,S92000003,S08000017,Y146H,Emergency Department,663,616,47,92.9,0,0,0,0
2614,20161016,S92000003,S08000017,Y144H,Emergency Department,224,218,6,97.3,0,0,0,0
2615,20161016,S92000003,S08000029,F704H,Emergency Department,1094,1045,49,95.5,2,0.2,0,0
2616,20161016,S92000003,S08000019,V217H,Emergency Department,1160,1095,65,94.4,11,0.9,0,0
2617,20161016,S92000003,S08000020,N101H,Emergency Department,1102,1022,80,92.7,0,0,0,0
2618,20161016,S92000003,S08000020,N411H,Emergency Department,459,425,34,92.6,1,0.2,0,0
2619,20161016,S92000003,S08000020,N121H,Emergency Department,195,193,2,99,0,0,0,0
2620,20161016,S92000003,S08000031,G107H,Emergency Department,1868,1690,178,90.5,0,0,0,0
2621,20161016,S92000003,S08000031,C313H,Emergency Department,574,564,10,98.3,0,0,0,0
2622,20161016,S92000003,S08000031,G405H,Emergency Department,1775,1639,136,92.3,0,0,0,0
2623,20161016,S92000003,S08000031,C418H,Emergency Department,1345,1235,110,91.8,6,0.4,0,0
2624,20161016,S92000003,S08000031,G513H,Emergency Department,1128,1126,2,99.8,0,0,0,0
2625,20161016,S92000003,S08000022,H212H,Emergency Department,149,145,4,97.3,0,0,0,0
2626,20161016,S92000003,S08000022,H103H,Emergency Department,108,101,7,93.5,0,0,0,0
2627,20161016,S92000003,S08000022,C121H,Emergency Department,131,128,3,97.7,0,0,0,0
2628,20161016,S92000003,S08000022,H202H,Emergency Department,565,547,18,96.8,1,0.2,0,0
2629,20161016,S92000003,S08000032,L302H,Emergency Department,1158,1078,80,93.1,14,1.2,0,0
2630,20161016,S92000003,S08000032,L106H,Emergency Department,1319,1274,45,96.6,0,0,0,0
2631,20161016,S92000003,S08000032,L308H,Emergency Department,1269,1158,111,91.3,6,0.5,2,0.2
2632,20161016,S92000003,S08000024,S319H,Emergency Department,981,967,14,98.6,0,0,0,0
2633,20161016,S92000003,S08000024,S314H,Emergency Department,2258,2153,105,95.3,15,0.7,3,0.1
2634,20161016,S92000003,S08000024,S308H,Emergency Department,1026,992,34,96.7,1,0.1,0,0
2635,20161016,S92000003,S08000025,R103H,Emergency Department,101,99,2,98,0,0,0,0
2636,20161016,S92000003,S08000026,Z102H,Emergency Department,111,104,7,93.7,0,0,0,0
2637,20161016,S92000003,S08000030,T101H,Emergency Department,905,900,5,99.4,0,0,0,0
2638,20161016,S92000003,S08000030,T202H,Emergency Department,457,451,6,98.7,0,0,0,0
2639,20161016,S92000003,S08000028,W107H,Emergency Department,119,118,1,99.2,0,0,0,0
2640,20161023,S92000003,S08000015,A210H,Emergency Department,820,694,126,84.6,35,4.3,15,1.8
2641,20161023,S92000003,S08000015,A111H,Emergency Department,1351,1229,122,91,23,1.7,4,0.3
2642,20161023,S92000003,S08000016,B120H,Emergency Department,567,545,22,96.1,0,0,0,0
2643,20161023,S92000003,S08000017,Y146H,Emergency Department,691,653,38,94.5,0,0,0,0
2644,20161023,S92000003,S08000017,Y144H,Emergency Department,240,222,18,92.5,1,0.4,0,0
2645,20161023,S92000003,S08000029,F704H,Emergency Department,1108,1036,72,93.5,6,0.5,0,0
2646,20161023,S92000003,S08000019,V217H,Emergency Department,1196,1029,167,86,33,2.8,0,0
2647,20161023,S92000003,S08000020,N101H,Emergency Department,1089,1003,86,92.1,6,0.6,1,0.1
2648,20161023,S92000003,S08000020,N411H,Emergency Department,405,389,16,96,0,0,0,0
2649,20161023,S92000003,S08000020,N121H,Emergency Department,225,223,2,99.1,0,0,0,0
2650,20161023,S92000003,S08000031,G107H,Emergency Department,1743,1611,132,92.4,4,0.2,0,0
2651,20161023,S92000003,S08000031,C313H,Emergency Department,588,568,20,96.6,0,0,0,0
2652,20161023,S92000003,S08000031,G405H,Emergency Department,1752,1609,143,91.8,2,0.1,0,0
2653,20161023,S92000003,S08000031,C418H,Emergency Department,1204,1110,94,92.2,3,0.2,0,0
2654,20161023,S92000003,S08000031,G513H,Emergency Department,1037,1034,3,99.7,0,0,0,0
2655,20161023,S92000003,S08000022,H212H,Emergency Department,168,153,15,91.1,2,1.2,0,0
2656,20161023,S92000003,S08000022,H103H,Emergency Department,114,110,4,96.5,1,0.9,0,0
2657,20161023,S92000003,S08000022,C121H,Emergency Department,128,126,2,98.4,0,0,0,0
2658,20161023,S92000003,S08000022,H202H,Emergency Department,552,528,24,95.7,0,0,0,0
2659,20161023,S92000003,S08000032,L302H,Emergency Department,1140,1003,137,88,34,3,18,1.6
2660,20161023,S92000003,S08000032,L106H,Emergency Department,1213,1170,43,96.5,0,0,0,0
2661,20161023,S92000003,S08000032,L308H,Emergency Department,1171,1089,82,93,12,1,1,0.1
2662,20161023,S92000003,S08000024,S319H,Emergency Department,835,814,21,97.5,0,0,0,0
2663,20161023,S92000003,S08000024,S314H,Emergency Department,2167,1933,234,89.2,60,2.8,5,0.2
2664,20161023,S92000003,S08000024,S308H,Emergency Department,990,929,61,93.8,4,0.4,1,0.1
2665,20161023,S92000003,S08000025,R103H,Emergency Department,99,98,1,99,0,0,0,0
2666,20161023,S92000003,S08000026,Z102H,Emergency Department,126,125,1,99.2,0,0,0,0
2667,20161023,S92000003,S08000030,T101H,Emergency Department,904,891,13,98.6,0,0,0,0
2668,20161023,S92000003,S08000030,T202H,Emergency Department,459,451,8,98.3,0,0,0,0
2669,20161023,S92000003,S08000028,W107H,Emergency Department,124,122,2,98.4,0,0,0,0
2670,20161030,S92000003,S08000015,A210H,Emergency Department,844,762,82,90.3,22,2.6,11,1.3
2671,20161030,S92000003,S08000015,A111H,Emergency Department,1287,1172,115,91.1,22,1.7,3,0.2
2672,20161030,S92000003,S08000016,B120H,Emergency Department,553,540,13,97.6,0,0,0,0
2673,20161030,S92000003,S08000017,Y146H,Emergency Department,634,616,18,97.2,0,0,0,0
2674,20161030,S92000003,S08000017,Y144H,Emergency Department,204,198,6,97.1,0,0,0,0
2675,20161030,S92000003,S08000029,F704H,Emergency Department,1177,1097,80,93.2,6,0.5,0,0
2676,20161030,S92000003,S08000019,V217H,Emergency Department,1201,1126,75,93.8,8,0.7,0,0
2677,20161030,S92000003,S08000020,N101H,Emergency Department,1144,1031,113,90.1,1,0.1,0,0
2678,20161030,S92000003,S08000020,N411H,Emergency Department,445,433,12,97.3,0,0,0,0
2679,20161030,S92000003,S08000020,N121H,Emergency Department,289,286,3,99,0,0,0,0
2680,20161030,S92000003,S08000031,G107H,Emergency Department,1837,1566,271,85.2,16,0.9,0,0
2681,20161030,S92000003,S08000031,C313H,Emergency Department,609,589,20,96.7,1,0.2,0,0
2682,20161030,S92000003,S08000031,G405H,Emergency Department,1862,1554,308,83.5,3,0.2,0,0
2683,20161030,S92000003,S08000031,C418H,Emergency Department,1285,1132,153,88.1,10,0.8,0,0
2684,20161030,S92000003,S08000031,G513H,Emergency Department,1134,1127,7,99.4,0,0,0,0
2685,20161030,S92000003,S08000022,H212H,Emergency Department,162,158,4,97.5,1,0.6,0,0
2686,20161030,S92000003,S08000022,H103H,Emergency Department,107,105,2,98.1,0,0,0,0
2687,20161030,S92000003,S08000022,C121H,Emergency Department,184,182,2,98.9,0,0,0,0
2688,20161030,S92000003,S08000022,H202H,Emergency Department,617,586,31,95,0,0,0,0
2689,20161030,S92000003,S08000032,L302H,Emergency Department,1246,1066,180,85.6,26,2.1,11,0.9
2690,20161030,S92000003,S08000032,L106H,Emergency Department,1237,1184,53,95.7,0,0,0,0
2691,20161030,S92000003,S08000032,L308H,Emergency Department,1267,1190,77,93.9,3,0.2,0,0
2692,20161030,S92000003,S08000024,S319H,Emergency Department,960,948,12,98.8,0,0,0,0
2693,20161030,S92000003,S08000024,S314H,Emergency Department,2366,2195,171,92.8,25,1.1,0,0
2694,20161030,S92000003,S08000024,S308H,Emergency Department,1027,931,96,90.7,17,1.7,1,0.1
2695,20161030,S92000003,S08000025,R103H,Emergency Department,71,71,0,100,0,0,0,0
2696,20161030,S92000003,S08000026,Z102H,Emergency Department,143,135,8,94.4,0,0,0,0
2697,20161030,S92000003,S08000030,T101H,Emergency Department,937,901,36,96.2,0,0,0,0
2698,20161030,S92000003,S08000030,T202H,Emergency Department,457,450,7,98.5,0,0,0,0
2699,20161030,S92000003,S08000028,W107H,Emergency Department,120,117,3,97.5,0,0,0,0
2700,20161106,S92000003,S08000015,A210H,Emergency Department,810,696,114,85.9,10,1.2,3,0.4
2701,20161106,S92000003,S08000015,A111H,Emergency Department,1329,1254,75,94.4,10,0.8,1,0.1
2702,20161106,S92000003,S08000016,B120H,Emergency Department,506,491,15,97,0,0,0,0
2703,20161106,S92000003,S08000017,Y146H,Emergency Department,647,609,38,94.1,1,0.2,0,0
2704,20161106,S92000003,S08000017,Y144H,Emergency Department,194,185,9,95.4,0,0,0,0
2705,20161106,S92000003,S08000029,F704H,Emergency Department,1133,1087,46,95.9,5,0.4,0,0
2706,20161106,S92000003,S08000019,V217H,Emergency Department,1216,1113,103,91.5,12,1,0,0
2707,20161106,S92000003,S08000020,N101H,Emergency Department,1034,968,66,93.6,2,0.2,1,0.1
2708,20161106,S92000003,S08000020,N411H,Emergency Department,438,431,7,98.4,0,0,0,0
2709,20161106,S92000003,S08000020,N121H,Emergency Department,294,288,6,98,0,0,0,0
2710,20161106,S92000003,S08000031,G107H,Emergency Department,1812,1644,168,90.7,3,0.2,0,0
2711,20161106,S92000003,S08000031,C313H,Emergency Department,603,571,32,94.7,1,0.2,0,0
2712,20161106,S92000003,S08000031,G405H,Emergency Department,1756,1518,238,86.4,2,0.1,0,0
2713,20161106,S92000003,S08000031,C418H,Emergency Department,1319,1186,133,89.9,6,0.5,0,0
2714,20161106,S92000003,S08000031,G513H,Emergency Department,1214,1212,2,99.8,0,0,0,0
2715,20161106,S92000003,S08000022,H212H,Emergency Department,146,139,7,95.2,2,1.4,0,0
2716,20161106,S92000003,S08000022,H103H,Emergency Department,120,108,12,90,1,0.8,1,0.8
2717,20161106,S92000003,S08000022,C121H,Emergency Department,158,155,3,98.1,0,0,0,0
2718,20161106,S92000003,S08000022,H202H,Emergency Department,550,525,25,95.5,1,0.2,0,0
2719,20161106,S92000003,S08000032,L302H,Emergency Department,1163,1055,108,90.7,13,1.1,2,0.2
2720,20161106,S92000003,S08000032,L106H,Emergency Department,1249,1211,38,97,1,0.1,0,0
2721,20161106,S92000003,S08000032,L308H,Emergency Department,1249,1125,124,90.1,15,1.2,6,0.5
2722,20161106,S92000003,S08000024,S319H,Emergency Department,980,944,36,96.3,2,0.2,0,0
2723,20161106,S92000003,S08000024,S314H,Emergency Department,2269,2198,71,96.9,8,0.4,0,0
2724,20161106,S92000003,S08000024,S308H,Emergency Department,1092,1032,60,94.5,8,0.7,1,0.1
2725,20161106,S92000003,S08000025,R103H,Emergency Department,101,99,2,98,0,0,0,0
2726,20161106,S92000003,S08000026,Z102H,Emergency Department,111,108,3,97.3,0,0,0,0
2727,20161106,S92000003,S08000030,T101H,Emergency Department,925,917,8,99.1,0,0,0,0
2728,20161106,S92000003,S08000030,T202H,Emergency Department,496,478,18,96.4,0,0,0,0
2729,20161106,S92000003,S08000028,W107H,Emergency Department,120,115,5,95.8,0,0,0,0
